topic,document,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
grain,article579.txt,0.35118376211528984,-0.0015119245216416416,-0.08931693868923628,-0.06351134241547665,0.009559527993875125,-0.015236889462652567,-0.11446379819282779,0.005226044782469643,-0.009847640297205862,0.0303059160521937,0.014762404894012081,-0.006226180170315183,-0.06319722666391869,-0.04433211599812094,0.016094004342030153,-0.07136931614529529,0.04624826844792391,0.015724921723301127,-0.008396553629751483,-0.00718838875630591,0.012678044532670796,0.043721779800534176,-0.0028486806393438683,-0.054327045361768606,-0.022759357655571032,0.031296779131632396,-0.0010789055239276027,0.024437660977742498,0.013017146010188158,-0.04493157132065741,-0.03717334305615085,-0.02898182628667119,-0.015342050671576315,-0.011241786490779757,-0.0009028430104686399,0.04873916616103336,0.00892623748455003,-0.05784870831548597,-0.020104986906720402,0.010229560522247088,0.04368426853328925,0.02121547951988971,0.002216849653722568,-0.029366333240125737,-0.03048965447900962,0.02425397902795078,-0.018217648031760077,-0.00011874744465638362,0.01826963102804337,0.005923656983113818,4.6784369069076933e-05,-0.024281188570166094,-0.03376052018350582,0.02762628966768306,-0.012066099280864807,-0.008678125443038885,0.0031674025029162856,0.008608470967049801,-0.029503615315897232,0.007695491023659714,0.014078692471524776,-0.06818580991794894,-0.051915087091237606,0.020420786003985534,0.00014819565521861987,0.003410657809969152,0.05173200736403159,-0.037288413631816994,0.007018495525329735,0.03931919602999481,-0.01673645280538324,-0.09501963208844227,0.06159036264638507,0.01537715619100587,0.026451069884746766,-0.008958057890564572,0.03691005256136185,-0.0018350539954417359,-0.0009254402847114377,0.008198350533356862,0.02629596948369368,0.01246069053504297,0.009054221443689725,-0.0028787942056255696,-0.02360624440085736,0.01583371268724999,0.05126180906369483,-2.4679619479229336e-05,0.007208297057748943,0.0008365474999321577,-0.007557355880861561,-0.0076340746516659385,-0.0170558621254607,0.005048389475586535,0.04271731167191558,0.010541586271695614,-0.0784878085429614,0.037367150808562774,0.015784761299600453,-0.02667574269052027
grain,article545.txt,0.39761767049267643,-0.08797365830514187,-0.011736880257190484,-0.07787126599952963,0.18133995155724641,-0.06863113524613432,-0.06937772969769716,0.09832972307240531,-0.021491117819545904,0.20557929546341602,0.05847118472125326,0.02481117235786134,-0.023194839485554286,-0.11192162962482792,-0.0756572614394739,-0.14796166050936096,-0.005876687148280465,-0.020480459153459484,-0.023739653219154336,-0.07582769375713608,0.02573757872980848,-0.03443309421902435,-0.04449156557141936,0.02691337486527723,0.03786097478610672,0.11735712618304871,-0.08290468914716792,-0.004827229709860917,0.0399178065185129,-0.09740486239916099,0.03140072922689229,0.05982525453346759,-0.18377628265358734,0.015061142949189046,0.014264460951977089,0.17369341242639827,0.10072529979201056,0.07065577798929601,0.07560822245923933,0.06748898389046568,0.024767320013588646,0.0346294002826467,-0.18871261595312025,-0.013936661541349555,-0.08445717063406874,-0.059092300222672395,-0.08919832573543707,0.12574971528002502,-0.12824080621455472,0.03386111926461136,-0.08068622780916207,-0.09386657103704282,-0.05709788674366516,0.025414244061894367,-0.00938755994075405,-0.0412870229114569,0.01581900410823551,0.0015552108328552102,-0.04750791315040093,-0.011750735199661067,0.037432099669941515,0.08032301880097865,0.044922598945693774,0.002015085092557728,-0.036185847443261726,0.05082549265812133,-0.03880611285785457,-0.03911983346097123,0.025292828645563616,-0.02456360165394764,-0.004813140274501195,0.07962824465612293,-0.006256137349020854,-0.005240434021218359,-0.009005729121827765,-0.01284834676085737,0.002307172791893416,-0.046870665448104074,-0.010899038566215945,-0.032906753588930186,0.012401990698876543,0.007443361386747378,-0.0020183164979913418,-0.027940138366294276,0.001829435798727108,-0.028430155102641113,-0.004281903922583678,0.022445294038570644,-0.04333987606061502,-0.0058513409898253,0.023635852197205817,-0.02269326453873054,0.02346366024008339,-0.003962769237758691,-0.0545567690409551,0.06626422587464077,-0.005017319673069508,0.0432818135725419,0.0612716237010066,0.020705171311030196
grain,article223.txt,0.4047519560473218,-0.21787754943082333,0.13075871161265543,0.007371682038068411,-0.28842789624518944,-0.07818023695057366,0.1364603341660586,0.004831102845491427,0.021640949632622846,0.025852775317457496,-0.0030662978240519998,-1.2140141354184126e-05,-0.04283302395908426,-0.07389345078702197,-0.07012827866321784,-0.05246414261771185,0.14868392527120153,-0.06858221807819773,-0.08596653280175992,0.09691182847544332,-0.003369604583285952,-0.028194637439824102,-0.04209020419023753,0.05370656090148728,-0.033937257307219276,-0.026530693857840917,-0.029736676005952672,-0.10672553025502088,0.015996451575300875,-0.06715956009321918,-0.028255831508751876,0.011496122532473852,0.024253729605051837,-0.05905670709336604,-0.028763648152783816,-0.02321941163230523,0.06315944008152298,-0.06461730355241889,-0.041870227673544584,-0.001233046186345216,0.07374296704664184,-0.006812633894034855,-0.036115639086754865,0.06309356188856316,-0.02328631082020645,-0.02151923563199466,-0.018877272677982827,-0.045030493715012734,-0.022634721338010096,0.046868672237449734,0.05947686326689038,-0.04345867266259469,-0.028192531597597686,-0.06816982576311481,-0.05378117915178917,0.04316291522365896,0.03470485287477824,0.008662200276834443,0.0012618082690202482,0.061339251984683305,-0.007375694557929328,0.051567166266302124,0.00549920354168322,-0.08420040575899572,0.004738144220461542,-0.03193469463857856,-0.021579874520154974,0.01943994310298489,-0.02070921120699844,-0.05775476169421114,0.022224849148341393,0.0036733614073060548,-0.02252360947348819,0.0009658503195350371,-0.034797757437001274,-0.02732890698053293,-0.0930951349556752,-0.036799902717792383,-0.03818459399096939,0.02856896250531035,0.00236534574053058,0.020781483943022514,0.04186836723852306,0.06533854413360933,0.01934986825311364,-0.04774556982786024,-0.003678279146405363,0.005204852596401065,-0.04511725646164167,-0.009571082721432837,-0.07230408791239964,-0.04053179635059017,0.05261870292787126,-0.010151259425003471,0.017097184374529548,0.041824665708062155,-0.058567161682333536,-0.01581231477822398,-0.06257252364994727,0.012852278854705367
grain,article237.txt,0.0010365937164950715,-0.0019526880197592903,0.0017138893800872973,0.0012005001593131384,0.0024271078311317216,-0.003460839942170085,-0.0030567575500052993,-8.020809611613789e-05,0.0006905001790762695,-0.0011426509116416847,0.0013982868017615394,-0.002948884099289079,-0.003066400995662408,0.0003026673089791965,0.0026504918262445607,0.003063197028478273,0.0008040195771777459,0.0013170982114675117,0.006760060597265478,-0.005157910470967636,0.0240318029514339,0.0043774640417212326,0.020118700181167893,0.007899490381502007,0.0020040026419649954,0.00966068828162615,0.0031732316459228047,-0.014229352167276147,-0.011580889617637235,-0.017835275872803737,-0.01035604898116297,-0.0009926996097086398,0.002345200191595717,0.015008606102926089,0.005385620559629764,-0.00044893134979119727,-0.0002653479793414107,-0.008487746851903224,0.015598741652909767,0.0007487079070795453,5.68873892681974e-05,-0.0004980870790186932,-0.0062750128304027404,0.006188167532458046,0.003648095673066377,-0.003039541472257219,0.02081054260748422,0.004046121509825061,0.004024383032100559,0.012252848623387463,0.01511113879292842,0.003949398289894492,0.00506817905574656,-0.006292585168758931,0.006353128728666456,0.0078464623211255,-0.003465116195360688,0.014663300814122626,0.012652182076315011,0.000912348139291785,-0.010936787659692087,0.010967926681732574,-0.005599390516123742,0.014212016776673256,0.004854252065183812,0.014197932689578734,-0.013971139198597536,0.027526297248302748,-0.0022522884756043847,-0.015640097290206097,0.009303150885490826,0.0024835094384584133,0.020496701613298734,0.025301266598042625,-0.031500689119237944,-0.0034143996976126354,-0.043449704662847415,0.0065860804515596744,-0.062127418559073666,-0.020446169873409914,-0.0208750208008077,0.014525580971733135,0.034702237222354444,-0.006493174591314962,-0.010447435236977155,0.06001688567792995,-0.04314785301409422,0.027799383974079862,0.01808767983681638,0.025860736194948955,0.031842474686252356,0.013471660842039532,-0.028111279524089563,0.0020996125732125953,-0.05910386779980495,0.0035440098124788007,0.007686245097419805,0.056315503136585454,-0.01856687707433864,-0.0019472169251328073
grain,article551.txt,0.2799510678620693,-0.016262605943140367,-0.056591264176573924,-0.040164775235830036,0.03882920441682633,-0.051302388500855105,-0.08263984572882963,0.06567680098883519,0.0037248255977741763,0.06188630804267098,0.002404010535587757,-0.008612693550105832,-0.018566494296079653,-0.041218713289088216,0.005155025022876322,-0.045893864499774326,0.030062694528907242,0.010558987988456689,0.0007820060955212336,-0.010345524819934261,0.015920420943415513,0.03533013245397789,-0.03605960620305954,0.04430096972367027,-0.019938769295229062,0.020996516772627004,-0.0009959081729743482,0.09712818748079984,-0.006309495073858678,-0.055849149154482546,-0.03833007046870276,-0.055924924505081165,-0.05458673806826548,-0.01218262481429304,0.0021264994877526074,0.21197691692053766,0.08222390658289705,-0.0008586698313816988,-0.029707677517172626,0.09729849710857728,0.025388515660370838,0.15328753977572038,-0.11258671993382387,0.01106497009288903,-0.07707227752243284,-0.030115198232419118,-0.07649626755490613,0.015342802287021869,0.052680715614637094,0.0928109588134914,-0.0452962370491055,0.0204325128659112,-0.1323423422518203,-0.04799262983036134,-0.10890126671863562,-0.08139126534299045,-0.016874877762507734,0.060497692517085686,-0.023342668806793185,0.03616413631166845,0.06881035924902212,-0.14587038809669933,-0.030567658061537654,0.0779641410873343,0.11587272627231301,-0.059618701014431015,0.04193266918633757,-0.07340409895653474,-0.0023918650150647493,0.07935676353522204,-0.04629145151457741,-0.11851635822181987,0.04130238950903158,0.13187243548522065,0.04099785970013253,0.24118764177114863,0.10518242293545108,0.03265415749627487,0.037176134706265865,-0.04750219255335409,0.1033011891353682,-0.01552260176635718,0.1376862080954854,-0.022213836900315857,-0.03534911281498553,0.1860724721968644,0.14309472834293732,-0.0904402916605216,0.07540147381553956,-0.07959623536849637,0.010201281353318575,-0.011581954054548763,0.028368028427066993,-0.0969775371761292,0.021820296190933952,-0.07524751074221425,-0.06838529503402091,-0.05670430662010476,-0.010248311965264783,0.010336979505525637
grain,article009.txt,0.3795461894925858,-0.20350742849625061,0.15952339066390797,-0.18349816538351862,0.08804109104891537,0.42625676898398357,-0.03471789544415663,-0.1606618793164684,0.02069965659895514,-0.25656970660586426,0.03868439178418304,-0.04840727092705838,0.07589947690288054,-0.05691334911993502,0.026148339554526976,-0.02290483047488428,0.0010463098906015294,0.0842794985587666,0.09950307574302535,0.1644139713926233,0.08985230945236186,0.0438091217369322,-0.059056787435917794,-0.040733330729932,0.08729223108670622,0.08304243076657082,-0.06653715197032106,0.05199011217064961,0.02653941066700463,-0.050642139817924946,-0.03744084780205253,0.01606002091557653,-0.0712739099431385,-0.05207827747846739,-0.04146900545776349,-0.07811436347990086,0.008736550423276921,0.018868330227372304,-0.009230753066988735,-0.09699375839576697,0.08529772499539157,0.06765817725068266,-0.030407256015126383,0.062386585248664465,-0.005919587073899674,-0.03819759875737421,0.026263115417717205,0.0564083207118467,-0.06416300464489727,-0.04260930288981892,0.050926977086313746,0.05601316055165185,-0.025086330734492412,-0.06355934758424978,-0.05203439900206433,-0.014427629758108056,0.05242559042106813,0.0053718334795161155,-0.03320389284653783,0.04348305661202571,-0.036291049159142434,0.0381994788669877,-0.07190344595098215,0.030308639251421975,0.00725982763236391,0.0077784820366640335,-0.01376222213563461,0.08399724297380035,-0.0236243003537534,0.027847362684665977,-0.028531472116756995,-0.023637135273236822,0.13107743270470865,0.02196344081305921,-0.05715305031568252,0.015353792647049478,0.0075110576882937855,-0.026019611520117364,-0.027861416498394808,0.004309326871800939,-0.0014620856425203704,-0.01018877335158799,0.026841885675638614,0.005047001839356384,-0.049591917921534515,0.002027621709171987,-0.020746645329547547,0.02161387540613061,-0.016165164865954793,0.06841334144197042,0.10004111912893016,0.04481922360275392,0.04713056601603687,3.270897757459769e-06,0.02226013077849054,0.026435173854506028,0.053388309982075756,-0.005538700702840488,-0.01900751536881635,-0.006437623413330542
grain,article021.txt,0.06120223662525346,-0.029240329699964828,0.004214739527343426,0.01998574466451452,-0.02400139101943393,-0.05796312560597351,-0.055819388859381674,0.009102997147884189,0.008607298177217174,-0.016694254575997183,0.01921406248221601,-0.043440467389754975,-0.06434528747193498,-0.0006388314438510036,0.004546908118083146,0.05797812830153601,0.047716239085893786,0.06315682776863793,0.018473482877602344,0.03212624999304833,-0.013360475303987816,-0.00691743661296376,-0.016892048660636413,0.06687778443479693,-0.0024043243422962038,0.02379733110433495,-0.008483312607349743,-0.0840298855050635,-0.11024700621047663,-0.03312244453971239,-0.03530117925740857,0.009467470971114089,0.003051311550821009,-0.015672687958925683,0.07606743763272528,-0.01895568953444737,0.059827435106540115,-0.028438236252779893,0.012417788048997918,-0.024346822556765346,0.03386285255467981,0.036940376216064386,-0.032374786652153015,0.008252200113112469,0.030660371654763575,0.09944574604700299,0.060585164531120145,-0.020538385314061026,-0.022478362620023017,0.07500814111847842,-0.013346758695903365,-0.048283654474324145,0.013588959250227217,-0.021606119103084,-0.022436028627665607,0.03754009225512261,0.06259001601163915,0.008436423302449824,0.05115344846809124,-0.016690059218734263,-0.02291322612057873,0.052243423368007004,-0.008294313002158271,0.008954279745307336,-0.00034256996264098107,-0.03559960544751752,-0.043041811183279315,-0.023536397133005645,0.012894659748617046,-0.010573628111502765,-0.017194564973012794,-0.06416294546812336,0.002544041140956677,0.029057938389241353,-0.0013331763129861378,-0.02475632580122006,0.04690001071520513,-0.0040746299917767586,-0.02214095547950721,-0.035680806854924904,0.0030375274936608886,0.006180110926898788,0.07500944542226089,0.013848576438478007,0.07260953389869255,-0.02936849360479108,0.0302451115870719,-0.008811982369730544,0.04615077990213832,0.014615085798243416,-0.06338300146490916,-0.05367561224916276,0.08990366863369138,-0.05660889888620859,-0.020255922830369325,0.05926410679156547,0.01121781163909552,-0.009825461968859152,-0.0846649806700185,0.007115890067518092
grain,article035.txt,0.16219017094335775,-0.17560031182668873,0.18474618854506447,0.26604078397606096,-0.21281762623494901,0.16627970526058633,0.05105345473122513,0.07643787149799013,0.05339392364757971,0.058722787551111696,-0.08896854540269149,0.028461619581227074,0.10760845868969239,-0.07195073792488337,0.006839460389923482,0.15278165358304274,-0.04129025682825864,-0.038069102246750086,-0.08598243155897689,-0.05752701068298029,0.01827071292627096,-0.027413569048310462,0.11974653611135923,0.06445952025396183,-0.11719252560272109,0.05207614166927764,-0.05886760325576523,0.030820408565701257,0.03559766601636631,-0.02247817362024197,0.06183084173853429,0.005107765980699336,-0.054927769188731455,-0.08104174553864929,0.06178487399343826,-0.11772311767914401,-0.00960574670290213,0.014305268699289674,-0.11933467883352453,-0.04797850979127846,0.05655427138018122,0.026824272861242338,-0.0006028101716387618,-0.0885590125878704,-0.011783747663382324,-0.02144020263150772,-0.09823009433618886,-0.04866085233609912,-0.11473768161155988,-0.016777389770434106,-0.07966448094450262,0.0017201131124131575,0.03665683664722995,-0.023765046814549037,-0.03267493150576247,-0.04633137828100331,-0.08703502097642353,0.05275565359744498,-0.10363561215404046,-0.06112713792261372,-0.09397392729130873,-0.008781691919657586,0.002319097142403991,-0.011154661043840953,-0.0328579989298502,-0.03296113196018628,-0.0050364193537868595,0.056804808269672956,-0.024257550814619742,-0.09613937009507767,-0.0021125656172430144,-0.09883196830428463,-0.0043235251582163636,-0.00012806105382627913,-0.053511578733729956,-0.09800373195337801,-0.04980862683810283,0.019738254126731913,0.03144043127100184,-0.05460377086798116,0.13649839585284637,-0.002841929094944632,0.06921709514672907,-0.0711006596387445,-0.052416572932067404,0.08717243300585328,-0.051045339538386254,0.08285425922097944,0.00012005489042725542,-0.001371721808684131,-0.030993181824825796,-0.05550005971782192,-0.044004499765661516,0.02821148404902253,-0.02616616052142041,0.010629774342542917,0.005408542985709665,-0.03100262930462932,-0.025899501165501132,0.0338742344547771
grain,article196.txt,0.09227940372947759,-0.1282586021464975,0.09647629956048723,-0.02255533320838616,-0.3204372352470515,-0.029415829210010534,0.10681716570074337,-0.021421040793051745,0.07852275821975993,0.16700052848574878,-0.02207083044378734,-0.038402854380346886,0.07235521544308095,-0.2631288756270473,0.008100079883758956,0.2485751984716043,-0.04091372992736828,0.04569501663399403,-0.14558672967423295,0.03329486751411275,0.07156983459597387,0.10933878189816408,0.062272867896539436,0.04866764645483558,-0.008890078683629243,-0.02168981559971822,-0.17520077380214877,0.05781600132777458,0.08054280136673576,0.030140237859860853,0.07332261506556509,0.06763712626426908,0.0656269215644287,0.007666486582481429,-0.021818903706012735,-0.027133007732532945,-0.026770136325870494,0.09522275161433369,0.03705729507482796,0.08932790879012355,-0.026901551708591258,-0.07778688230308067,-0.03756898697471962,0.018953917398767298,-0.0023455316283706898,0.014529047359946718,0.08381984902592436,-0.022868199647629404,-0.014249193876748004,0.017687386404139995,-0.021567901819262516,-0.02557757468706756,-0.006024870534021249,-0.04344313529737906,-0.0216906976651579,-0.0130429346331149,-0.008538056479317189,0.05307350272489144,0.01336149117432075,0.0028175005581972286,-0.013425779571928871,0.02277508594615697,-0.03525512457328433,-0.05595736732336253,-0.04635302600037202,0.004923607653840729,-0.02561708299418873,-0.030057447367029092,-0.0002488894074519377,-0.031660218652844435,-0.00018211032121768594,-0.05224743532388283,0.03150188094564817,0.020875665292488847,0.030757867640908758,0.017571268380494432,0.03705601520691447,0.02847374825088952,-0.01720832070482609,-0.05233327113465386,-0.024844647447438244,-0.0038332871689391946,-0.0061433048741832506,-0.008260521086226994,-0.05384556653663673,0.038134842284925266,-0.030522171352692747,0.04932007539242993,0.019780293726776588,0.03545609660693817,-0.03078645256347572,-0.026730884793995883,0.01096523843549537,0.020356014720241532,0.01052486831004329,0.029242957139521696,-0.008198292912575147,-0.010823454887350188,0.02775250452275579,-0.0039053040861267603
grain,article182.txt,0.2888578653567571,-0.031179636108086963,-0.05525962687179682,0.025863172851844064,-0.028668570649081092,-0.10711902288696057,-0.1449809565146662,-0.04905590365953434,-0.013502205742339011,-0.05607796369667402,0.06781930593327516,-0.12669691530233929,-0.1397353420350577,0.06322140613911056,0.04500294042195908,0.015332900854123515,-0.06990382365635855,0.12319169662147063,-0.06516727376423524,0.009862562434795427,-0.004310966389290018,-0.12229840455198343,-0.05883313766377215,0.17769610746227288,-0.00882350590504377,0.0056206588947738554,0.05508319524162265,0.13490993096930973,0.09929311854976414,0.06963308527588385,0.022384881513635695,-0.06140430673966406,-0.007010840563000838,0.012356329583168575,0.021984036031571088,0.024806737614857022,-0.01992288375067637,-0.02534086414487732,0.024756290060657268,-0.0310506685205589,-0.01520287189402257,0.013990432962897524,-0.06551459156962487,-0.012358421641712794,0.01845306773940502,0.02112148389300262,0.06046977405263592,-0.06972435361905999,0.04031809405510037,-0.03356315237030037,-0.003761140485397735,0.05418540830308895,-0.013895215191940258,-0.020934693133409822,-0.0231435357906188,-0.013634704000271135,-0.0764739984168752,0.0002817112159371387,0.002495056481063547,0.009800524058116346,-0.04794058082617901,-0.028711697557681333,0.03751977232576517,0.033008318067609926,-0.029400999765644042,-0.030697187610596685,-0.09840400493311866,0.06191021594260119,-0.008430853252716631,-0.10217723588524463,0.019085927021933083,-0.02437548717199737,0.01855464614574079,0.039649966166026146,-0.08080957703264971,0.0054620296731298056,0.0024018103375625477,0.02111817089361905,-0.03395774258881764,0.031383769392909926,0.023396862122381255,0.048415894961590926,-0.02832708411795322,0.04570733035879791,0.07672765775972618,-0.00460010611526058,0.02166073887348071,-0.042852707886798826,-0.005025082861678781,-0.07341126994527122,0.04802070902926571,0.009973438407326712,-0.0037508646800688697,-0.017224016054649575,0.01688819691187565,0.010715850019284021,-0.018908655513660222,0.022666599089466773,0.015390864340176643,-0.029781721058875645
