topic,document,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204
grain,article579.txt,0.6730115707309156,0.21554569075539548,0.14448674880547735,0.2543657856629516,0.12970898834201514,0.07264068667832284,0.2164357288330978,0.0,0.06250068593887363,0.0,0.0,0.0,0.1272450643887782,0.057461363909050454,0.0784557086343363,0.0,0.07747071591493371,0.21650106498353222,0.07730853753598803,0.0,0.0,0.028504175239651985,0.02847208264346278,0.0,0.0,0.059689851662984676,0.0,0.058725023059811005,0.0,0.0,0.09257013278070343,0.032759312723760016,0.0,0.0,0.09102797221851708,0.09790017161587357,0.0,0.0,0.0,0.0,0.0,0.20046994200573817,0.06654673248897762,0.0,0.03463746341959209,0.0,0.033849962947285955,0.0,0.0,0.0382549547341694,0.0,0.0,0.0,0.0,0.03677163852245202,0.0,0.03628922422086518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04540936290307997,0.07797991877737331,0.11849949861797575,0.0,0.0,0.0,0.0,0.0,0.04396676166927383,0.0,0.0,0.08776171767291632,0.0,0.0,0.0,0.04248823166664987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04362593894719417,0.0,0.0,0.0,0.0,0.0,0.0,0.04796832383708387,0.0,0.0,0.0,0.0,0.0,0.04280495411071085,0.0,0.0,0.0,0.0463834169868615,0.04598650394461308,0.045888826197079034,0.0,0.0,0.0,0.0,0.0,0.09420630766154181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052294157847773054,0.0,0.0,0.0,0.0,0.0,0.0,0.04998250779725632,0.0,0.0,0.0,0.058946532223831595,0.0,0.0,0.0,0.053198864286974325,0.0,0.0463834169868615,0.0,0.0,0.0,0.10343756432083645,0.0,0.0,0.04720872478704621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04936277383437677,0.0,0.0,0.0,0.0,0.0,0.054324892687146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04876660969246233,0.0,0.26997416797974155,0.0,0.0,0.0,0.055181785069706696,0.0,0.0,0.0,0.050109449606324,0.0,0.0,0.05186065849308839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grain,article545.txt,0.3066604249376157,0.22098208409649497,0.2221963897547455,0.026746798093830935,0.10131843674372933,0.0496485309019474,0.10758524620672787,0.026796520100742686,0.056957377086673075,0.0,0.04004486778897529,0.03659672594706084,0.0695756695076705,0.0785475036693969,0.03574865870798935,0.03529984281978046,0.07059968563956091,0.0,0.0,0.09601507992533335,0.0,0.19482062875965372,0.07784051278185962,0.0,0.0,0.16318752370531828,0.0,0.04013743888482082,0.08581293789937497,0.08159376185265914,0.042179952752122885,0.044780737200203743,0.0,0.0,0.0,0.0,0.0,0.0883124751375861,0.0,0.0,0.0,0.05480696048295284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052293071255858366,0.0,0.0504898360822476,0.0,0.050869141123378876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052957626067369964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13114175634855468,0.0,0.0,0.055271841518540164,0.0,0.0,0.05565114655967145,0.0,0.0,0.0,0.0,0.05963500283354562,0.1735996884737704,0.1359626021676864,0.1944723198328962,0.0,0.0591790244535036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06272828382223038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23729742916543123,0.0,0.0,0.0,0.06666210464174885,0.061816223821757325,0.0,0.0,0.0,0.07148412909128687,0.0,0.0,0.0,0.12906507020290245,0.0,0.0,0.0,0.0,0.0679813010838432,0.0,0.5640437067304382,0.0,0.0,0.0,0.14544165691586403,0.06714733688920024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06993894285856748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16921532937800182,0.0,0.0,0.0,0.0,0.2060179710558435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07089155192575579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grain,article223.txt,0.2734893636709944,0.21350196624082307,0.07155838944773969,0.15504860514897584,0.0,0.14390386911056605,0.038978830055759334,0.15533683882052896,0.04127205170153515,0.0,0.1741021730603289,0.15911076415217346,0.0,0.056916536510042234,0.15542364124789285,0.0,0.051157444827456044,0.0,0.05105035105176112,0.20872130418375215,0.0,0.0,0.05640424177395299,0.0,0.0,0.0,0.0,0.05816821411213242,0.06218116407035732,0.0,0.0,0.0,0.0,0.0,0.06010991910333341,0.0,0.0,0.0639923610636525,0.0,0.0,0.0,0.07942766406586116,0.065915760985554,0.0,0.13723617521205084,0.3561438841452974,0.06705802023781497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08106983497821948,0.07508125968813557,0.0,0.17628177989012395,0.0,0.0,0.0,0.0,0.08867483715124852,0.0,0.0,0.0,0.0,0.0,0.3143397634511869,0.0,0.0,0.0,0.0,0.0,0.37077591244808433,0.0,0.0,0.0,0.0,0.0,0.0,0.09394477120961343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17917133941634317,0.0,0.0,0.0,0.0,0.0,0.0,0.20164368504249078,0.0,0.20271464826879473,0.0,0.0,0.0,0.0,0.0,0.0966084454739104,0.0,0.0,0.0,0.0,0.10359664797082509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10003554320206458,0.0,0.0,0.10135732413439737,0.0,0.10082184252124539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0975496436886413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10664391033206665,0.0,0.0,0.0,0.0,0.10055752463496596
grain,article237.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grain,article551.txt,0.32245830103793227,0.16782000922735302,0.1265566403201373,0.36562087185800474,0.0,0.04241755193265995,0.22979042306279437,0.0915751392710986,0.04866191318517516,0.0,0.0,0.0,0.059442435072644614,0.20132274342563206,0.0,0.0,0.18095193015639138,0.12642288485077954,0.24076416349915675,0.0,0.0,0.13315703788757122,0.0,0.07938288105805678,0.0,0.06971017204117319,0.0,0.0,0.0,0.0,0.07207344523099019,0.0,0.0,0.0,0.0,0.07622331787917726,0.0,0.07545034933356641,0.0,0.0,0.0,0.2809481429146223,0.07771813870097656,0.0,0.0,0.0,0.0,0.0,0.0,0.08935386507586089,0.2689033930282162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08852474229290001,0.09476635722785706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09444372936861532,0.0,0.0,0.09509185292789166,0.0,0.0,0.0,0.0,0.0,0.0,0.23232110330665237,0.22153162308784904,0.0,0.0,0.0,0.11204183002798306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11178304432090609,0.11445708055107606,0.0,0.0,0.10562620229060891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1376841385284283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23468376143444508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1305745287096356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11390642317961848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grain,article009.txt,0.35481455470353573,0.2637992556055532,0.21219907470851093,0.057472594760335935,0.054427388245643415,0.160024569312753,0.11558772821589391,0.057579435689253285,0.1835820631929598,0.0,0.0,0.07863777909160727,0.0,0.0,0.07681548153697343,0.0,0.0,0.07949055197574482,0.0,0.20631388325702857,0.09416560327682216,0.08372476592059776,0.08363050095481171,0.0,0.4245153541481958,0.08766292685723066,0.0,0.0,0.0,0.0,0.0,0.0,0.16993620193089118,0.0,0.08912490424233335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09773321896838567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11307399426478898,0.0,0.0,0.0,0.0,0.37098843066923387,0.0,0.0,0.0,0.0,0.0,0.24040429224184054,0.11132289279237711,0.0,0.1306863907549671,0.0,0.0,0.0,0.12889040302301022,0.0,0.0,0.0,0.12479986601127216,0.0,0.0,0.0,0.0,0.1187662215906601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16106105605062113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14535068182239208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16757283924759933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grain,article021.txt,0.164118609426962,0.17082758582898552,0.0,0.18608666259688106,0.17622679252140477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3139793684864439,0.0,0.0,0.762621703545455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4449988573098307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grain,article035.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14974823849211888,0.0,0.0,0.6713537865555879,0.20451518423092901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27601185100019665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.343330788146896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33987927419201225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4188754048133625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grain,article196.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18555820947444004,0.0,0.0,0.0,0.2534218217079306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8508660528830088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4211561364033089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grain,article182.txt,0.2793637640402561,0.09692794243083398,0.24365141367164717,0.31675792697895844,0.14998719601457022,0.14699484468085638,0.0,0.0,0.0,0.0,0.0,0.0,0.06866443341525921,0.0,0.0,0.0,0.06967503795563793,0.0,0.0,0.0,0.0,0.07690762121900316,0.0,0.18339694677921525,0.0,0.0,0.0,0.07922351360088524,0.08468904147461778,0.0,0.0,0.0,0.0,0.0,0.16373612517829692,0.0,0.0,0.08715584214612533,0.0,0.08521319943989919,0.0,0.10817830185190147,0.08977546013162786,0.0,0.18691190987033732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19842842133196015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10928181678021029,0.0,0.10519950157470476,0.10657520027306167,0.0,0.0,0.0,0.0,0.0,0.11862750015593795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11442728405810876,0.0,0.10984456130912575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4846007391125489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3243587572151049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3111321903100539,0.0,0.0,0.0,0.0,0.0,0.0,0.0
